scenario_id,timestamp,zone,gas_level,temperature,pressure,ventilation,hot_work,maintenance,confined_space_entry,environmental_risk_score,incident_type,risk_score,confidence_score,time_to_escalation,risk_factors,recommended_actions
119,2026-07-01 17:50:00,Zone C,73.18,59.24,63.43,97.57,1,0,0,49.57,Gas Ignition,89.57,85,11 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
120,2026-07-01 17:55:00,Zone A,8.22,60.4,57.05,53.42,0,0,0,43.06,Safe,43.06,50,2 Hours 6 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
121,2026-07-01 18:00:00,Zone C,8.17,24.17,53.87,55.28,0,0,0,32.73,Safe,32.73,50,3 Hours 53 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
122,2026-07-01 18:05:00,Zone B,11.52,42.63,54.77,91.07,0,0,0,29.46,Safe,29.46,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
123,2026-07-01 18:10:00,Zone B,1.3,54.49,64.81,73.82,0,0,0,36.7,Safe,36.7,50,3 Hours 9 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
124,2026-07-01 18:15:00,Zone C,11.74,41.88,56.98,90.74,0,0,0,29.96,Safe,29.96,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
125,2026-07-01 18:20:00,Zone A,16.21,36.31,30.77,74.89,1,0,0,27.1,Safe,32.1,50,3 Hours 44 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
126,2026-07-01 18:25:00,Zone B,5.66,41.56,72.76,68.45,0,0,0,37.88,Safe,37.88,50,2 Hours 29 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
127,2026-07-01 18:30:00,Zone B,10.86,52.46,66.08,89.52,0,1,0,34.97,Safe,39.97,50,3 Hours 42 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
128,2026-07-01 18:35:00,Zone A,70.9,48.76,50.21,84.67,1,0,0,46.3,Gas Ignition,86.3,85,15 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
129,2026-07-01 18:40:00,Zone C,42.22,21.17,65.98,79.42,0,1,1,37.49,Safe,47.49,60,2 Hours 8 Minutes,"[""Active Maintenance Activity"", ""Confined Space Entry Active""]","[""Immediate suspension of active maintenance permits in Zone"", ""Trigger alarm lights outside confined space entryway""]"
130,2026-07-01 18:45:00,Zone A,9.13,49.88,54.81,64.41,0,0,0,37.35,Safe,37.35,50,4 Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
131,2026-07-01 18:50:00,Zone C,6.16,80.52,84.95,73.84,0,1,0,49.45,Explosion,99.45,90,29 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
132,2026-07-01 18:55:00,Zone A,19.72,40.62,64.11,95.97,1,0,0,32.12,Safe,37.12,50,3 Hours 34 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
133,2026-07-01 19:00:00,Zone C,62.73,38.65,32.82,97.81,1,0,0,34.1,Gas Ignition,75.0,65,49 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
134,2026-07-01 19:05:00,Zone C,78.26,58.42,38.09,41.7,1,0,0,58.27,Gas Ignition,95.0,85,22 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
135,2026-07-01 19:10:00,Zone B,3.44,45.33,62.36,82.92,0,0,0,32.05,Safe,32.05,50,3 Hours 13 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
136,2026-07-01 19:15:00,Zone C,13.22,80.85,83.2,66.0,0,1,0,52.82,Explosion,100.0,90,10 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
137,2026-07-01 19:20:00,Zone B,22.99,29.14,74.01,87.44,0,0,0,34.68,Safe,34.68,50,3 Hours 30 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
138,2026-07-01 19:25:00,Zone C,17.13,70.91,48.78,84.59,0,0,0,38.06,Safe,38.06,50,2 Hours 1 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
139,2026-07-01 19:30:00,Zone A,3.59,42.81,53.19,74.64,0,0,0,31.23,Safe,31.23,50,3 Hours 15 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
140,2026-07-01 19:35:00,Zone A,22.18,24.12,88.01,91.58,0,0,0,35.68,Safe,35.68,50,3 Hours 27 Minutes,"[""High Pressure""]","[""Emergency relief valve activation""]"
141,2026-07-01 19:40:00,Zone B,1.58,47.28,18.6,89.43,0,0,0,19.51,Safe,19.51,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
142,2026-07-01 19:45:00,Zone A,68.71,25.42,61.71,18.31,1,0,1,59.38,Toxic Exposure,90.0,90,20 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Active Hot Work Permit"", ""Confined Space Entry Active""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
143,2026-07-01 19:50:00,Zone B,4.99,41.27,47.25,68.19,0,0,0,31.33,Safe,31.33,50,3 Hours 51 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
144,2026-07-01 19:55:00,Zone B,18.48,53.16,18.44,84.48,0,0,0,26.4,Safe,26.4,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
145,2026-07-01 20:00:00,Zone C,3.1,59.93,55.65,96.62,0,0,0,30.51,Safe,30.51,50,12 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
146,2026-07-01 20:05:00,Zone B,12.13,85.51,90.73,88.93,0,1,0,49.86,Explosion,99.86,90,29 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
147,2026-07-01 20:10:00,Zone A,66.77,37.25,65.98,26.42,0,0,1,60.89,Toxic Exposure,90.0,90,24 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
148,2026-07-01 20:15:00,Zone A,0.88,0.0,55.54,61.62,0,0,0,23.7,Safe,23.7,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
149,2026-07-01 20:20:00,Zone C,13.23,82.2,88.09,84.67,0,1,1,49.71,Explosion,100.0,90,23 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity"", ""Confined Space Entry Active""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement"", ""Trigger alarm lights outside confined space entryway""]"
150,2026-07-01 20:25:00,Zone C,8.32,48.02,46.91,89.02,0,0,0,28.56,Safe,28.56,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
151,2026-07-01 20:30:00,Zone C,7.34,42.81,64.45,90.17,0,0,0,31.11,Safe,31.11,50,2 Hours 34 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
152,2026-07-01 20:35:00,Zone B,36.23,22.24,41.26,57.17,0,0,1,35.64,Safe,40.64,50,3 Hours 26 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
153,2026-07-01 20:40:00,Zone C,5.82,90.31,72.16,88.8,0,1,0,44.87,Explosion,94.87,85,27 Minutes,"[""High Temperature"", ""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
154,2026-07-01 20:45:00,Zone A,77.16,62.3,14.52,17.44,0,0,1,59.14,Toxic Exposure,90.0,90,27 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
155,2026-07-01 20:50:00,Zone C,15.35,54.86,27.38,86.52,0,0,0,27.77,Safe,27.77,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
156,2026-07-01 20:55:00,Zone B,7.07,53.97,80.0,71.79,0,0,0,42.31,Safe,42.31,50,2 Hours 6 Minutes,"[""High Pressure""]","[""Emergency relief valve activation""]"
157,2026-07-01 21:00:00,Zone B,7.57,51.57,53.18,64.05,0,0,0,37.07,Safe,37.07,50,4 Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
158,2026-07-01 21:05:00,Zone A,14.6,37.5,46.93,97.6,0,0,0,25.35,Safe,25.35,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
159,2026-07-01 21:10:00,Zone C,76.32,43.37,68.26,21.47,0,0,1,66.62,Toxic Exposure,90.0,90,15 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
160,2026-07-01 21:15:00,Zone B,4.92,58.56,43.52,77.71,0,0,0,32.33,Safe,32.33,50,2 Hours 50 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
161,2026-07-01 21:20:00,Zone B,20.37,44.29,39.73,71.7,0,0,0,33.17,Safe,33.17,50,2 Hours 32 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
162,2026-07-01 21:25:00,Zone B,8.96,19.85,43.49,93.81,0,0,0,19.62,Safe,19.62,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
163,2026-07-01 21:30:00,Zone B,3.06,18.09,49.35,99.95,0,1,0,17.64,Safe,22.64,50,4+ Hours,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
164,2026-07-01 21:35:00,Zone A,6.86,46.87,60.62,59.82,0,0,0,38.63,Safe,38.63,50,3 Hours 27 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
165,2026-07-01 21:40:00,Zone C,81.62,57.93,25.15,51.82,1,0,0,53.22,Gas Ignition,93.22,85,18 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
166,2026-07-01 21:45:00,Zone B,2.01,44.55,42.04,96.58,0,0,0,23.01,Safe,23.01,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
167,2026-07-01 21:50:00,Zone A,4.7,41.56,51.97,88.04,0,0,0,27.55,Safe,27.55,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
168,2026-07-01 21:55:00,Zone B,2.81,37.57,28.57,93.35,0,0,0,18.9,Safe,18.9,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
169,2026-07-01 22:00:00,Zone C,9.29,32.86,62.65,91.76,0,0,1,28.26,Safe,33.26,50,2 Hours 49 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
170,2026-07-01 22:05:00,Zone B,3.69,43.55,38.59,80.06,0,0,0,26.44,Safe,26.44,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
171,2026-07-01 22:10:00,Zone B,5.29,46.4,42.93,95.83,1,0,0,24.7,Safe,29.7,50,4+ Hours,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
172,2026-07-01 22:15:00,Zone A,16.02,29.97,55.72,85.94,0,0,0,28.94,Safe,28.94,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
173,2026-07-01 22:20:00,Zone A,79.84,57.09,67.34,51.45,1,0,0,63.2,Gas Ignition,95.0,85,16 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
174,2026-07-01 22:25:00,Zone A,44.83,80.28,33.65,88.67,0,0,0,42.52,Safe,42.52,50,3 Hours,"[""High Temperature""]","[""Emergency cooling line engagement""]"
175,2026-07-01 22:30:00,Zone A,7.33,44.67,47.89,72.21,0,1,0,31.92,Safe,36.92,50,3 Hours 39 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
176,2026-07-01 22:35:00,Zone C,89.02,18.88,55.95,69.38,1,0,0,48.62,Gas Ignition,88.62,85,30 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
177,2026-07-01 22:40:00,Zone B,2.84,53.72,81.69,93.19,0,0,0,36.26,Safe,36.26,50,2 Hours 49 Minutes,"[""High Pressure""]","[""Emergency relief valve activation""]"
178,2026-07-01 22:45:00,Zone B,87.23,34.32,42.56,73.23,1,0,0,47.72,Gas Ignition,87.72,85,17 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
179,2026-07-01 22:50:00,Zone B,4.77,29.33,66.32,63.31,0,1,0,34.27,Safe,39.27,50,2 Hours 18 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
180,2026-07-01 22:55:00,Zone B,13.19,37.82,60.42,90.29,0,0,0,30.28,Safe,30.28,50,30 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
181,2026-07-01 23:00:00,Zone B,16.0,51.29,41.27,77.94,1,0,1,32.65,Safe,42.65,60,2 Hours 58 Minutes,"[""Active Hot Work Permit"", ""Confined Space Entry Active""]","[""Automated trip of active hot work power lines"", ""Trigger alarm lights outside confined space entryway""]"
182,2026-07-01 23:05:00,Zone A,8.75,41.64,46.99,79.1,1,0,0,29.57,Safe,34.57,50,3 Hours 40 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
183,2026-07-01 23:10:00,Zone C,8.92,83.53,86.22,91.67,0,1,0,46.75,Explosion,96.75,90,18 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
184,2026-07-01 23:15:00,Zone C,5.08,52.95,47.1,59.04,0,0,0,36.52,Safe,36.52,50,2 Hours 30 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
185,2026-07-01 23:20:00,Zone B,18.32,71.82,21.78,80.71,0,0,0,32.8,Safe,32.8,50,2 Hours 9 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
186,2026-07-01 23:25:00,Zone B,16.39,62.52,30.65,72.24,1,0,0,34.33,Safe,39.33,50,2 Hours 47 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
187,2026-07-01 23:30:00,Zone B,7.67,46.79,41.38,94.89,0,0,0,25.24,Safe,25.24,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
188,2026-07-01 23:35:00,Zone A,89.74,40.39,38.17,80.85,1,0,0,46.86,Gas Ignition,86.86,85,12 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
189,2026-07-01 23:40:00,Zone C,13.33,38.79,45.27,65.29,0,0,0,33.03,Safe,33.03,50,3 Hours 52 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
190,2026-07-01 23:45:00,Zone C,9.65,80.2,85.17,79.93,0,1,0,48.78,Explosion,98.78,90,18 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
191,2026-07-01 23:50:00,Zone C,13.16,51.65,41.7,54.5,0,0,0,38.0,Safe,38.0,50,2 Hours 12 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
192,2026-07-01 23:55:00,Zone C,9.64,84.11,43.83,95.97,1,0,0,35.4,Safe,40.4,60,2 Hours 24 Minutes,"[""High Temperature"", ""Active Hot Work Permit""]","[""Emergency cooling line engagement"", ""Automated trip of active hot work power lines""]"
193,2026-07-02 00:00:00,Zone A,7.08,38.52,59.43,78.92,0,0,0,31.53,Safe,31.53,50,2 Hours 45 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
194,2026-07-02 00:05:00,Zone C,13.16,84.86,83.09,82.45,0,1,0,49.67,Explosion,99.67,90,13 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
195,2026-07-02 00:10:00,Zone A,24.16,50.1,71.65,90.58,1,0,0,38.83,Safe,43.83,50,2 Hours 16 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
196,2026-07-02 00:15:00,Zone C,12.81,52.1,32.33,96.23,0,0,0,25.25,Safe,25.25,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
197,2026-07-02 00:20:00,Zone A,28.19,32.82,66.35,85.51,1,1,0,35.46,Safe,45.46,60,2 Hours 43 Minutes,"[""Active Hot Work Permit"", ""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone"", ""Automated trip of active hot work power lines""]"
198,2026-07-02 00:25:00,Zone A,75.38,8.25,60.48,25.38,0,0,1,54.68,Toxic Exposure,89.68,90,14 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
199,2026-07-02 00:30:00,Zone A,11.24,46.97,55.95,82.72,0,0,1,32.86,Safe,37.86,50,3 Hours 7 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
200,2026-07-02 00:35:00,Zone B,24.77,89.29,86.35,88.28,0,1,0,53.03,Explosion,100.0,90,23 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
201,2026-07-02 00:40:00,Zone B,4.67,47.76,52.86,96.04,1,0,0,27.32,Safe,32.32,50,2 Hours 31 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
202,2026-07-02 00:45:00,Zone C,7.41,54.58,48.41,78.12,0,0,0,33.07,Safe,33.07,50,3 Hours 23 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
203,2026-07-02 00:50:00,Zone C,5.83,87.14,91.78,80.55,0,1,0,51.05,Explosion,100.0,90,20 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
204,2026-07-02 00:55:00,Zone A,7.55,21.7,55.15,66.13,0,0,0,29.57,Safe,29.57,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
205,2026-07-02 01:00:00,Zone B,5.99,80.23,82.75,82.42,0,1,0,46.64,Explosion,96.64,90,12 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
